City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Delhi,2016-04-13,74.9,247.61,25.64,46.29,70.06,22.7,1.11,25.16,58.74,3.5,6.9,,239.0,Poor
Delhi,2016-04-14,94.81,220.48,39.07,58.81,78.15,22.82,1.32,26.21,75.75,4.53,9.5,,239.0,Poor
Delhi,2016-04-15,137.48,285.18,88.96,76.2,133.09,34.25,1.98,37.57,85.91,7.75,19.19,,302.0,Very Poor
Delhi,2016-04-16,124.13,,36.76,37.49,54.07,17.79,1.88,14.84,35.97,3.55,10.0,,296.0,Poor
Delhi,2016-04-17,102.86,283.02,30.63,42.35,61.61,21.22,1.04,13.34,66.77,2.91,7.11,,247.0,Poor
Delhi,2016-04-18,102.9,219.17,33.28,49.32,78.86,28.33,0.98,22.15,81.29,4.76,9.28,,265.0,Poor
Delhi,2016-04-19,129.06,311.93,35.74,63.21,99.16,28.32,1.52,35.73,98.35,6.73,17.39,,301.0,Very Poor
Delhi,2016-04-20,124.8,283.05,22.33,48.65,66.43,25.14,1.09,29.16,97.22,5.51,9.32,,322.0,Very Poor
Delhi,2016-04-21,92.74,265.56,13.43,42.87,50.67,20.52,0.88,19.87,103.07,2.82,5.38,,291.0,Poor
Delhi,2016-04-22,113.75,208.42,9.87,44.8,46.72,20.0,0.93,25.63,110.09,1.91,4.27,,292.0,Poor
Delhi,2016-04-23,89.52,171.92,18.15,50.78,56.56,20.6,1.51,25.65,87.26,1.88,4.73,,258.0,Poor
Delhi,2016-04-24,123.59,219.3,57.65,69.92,102.52,22.0,1.7,40.96,87.66,3.33,9.01,,282.0,Poor
Delhi,2016-04-25,104.5,213.36,31.14,70.04,91.82,23.14,1.47,39.91,87.38,3.17,10.97,,271.0,Poor
Delhi,2016-04-26,139.37,306.08,71.92,97.93,118.98,29.38,2.08,38.53,86.82,5.89,17.43,,314.0,Very Poor
Delhi,2016-04-27,162.54,379.7,154.33,108.53,168.05,39.52,2.7,33.53,87.74,9.46,31.19,,377.0,Very Poor
Delhi,2016-04-28,161.23,354.17,72.12,80.4,126.06,37.83,2.08,35.7,117.59,6.68,18.75,,390.0,Very Poor
Delhi,2016-04-29,181.49,383.05,62.82,88.26,117.82,32.04,2.14,38.0,56.3,5.69,13.15,,392.0,Very Poor
Delhi,2016-04-30,142.64,,30.09,51.53,56.14,16.95,1.82,13.83,59.71,3.38,9.22,,342.0,Very Poor
Delhi,2016-05-01,124.21,,52.27,52.3,74.64,17.35,1.9,10.98,74.25,4.16,11.72,,297.0,Poor
Delhi,2016-05-02,119.47,,21.08,41.26,43.36,13.81,1.49,10.0,70.42,2.77,7.29,,275.0,Poor
Delhi,2016-05-03,125.36,284.55,10.0,59.73,52.11,31.89,1.49,21.42,101.53,3.23,8.74,,281.0,Poor
Delhi,2016-05-04,103.08,297.94,18.52,61.77,72.09,49.53,1.44,26.13,91.18,4.3,12.28,,309.0,Very Poor
Delhi,2016-05-05,65.02,173.86,11.94,46.27,53.02,44.78,1.14,18.35,79.9,2.75,11.56,,262.0,Poor
Delhi,2016-05-06,54.34,136.92,21.0,55.07,71.12,35.93,1.12,20.23,65.26,4.02,12.46,,194.0,Moderate
Delhi,2016-05-07,77.89,193.14,15.3,66.68,70.75,39.63,0.98,20.15,75.61,4.69,10.97,,229.0,Poor
Delhi,2016-05-08,90.19,208.75,7.73,64.2,59.4,45.99,1.1,25.25,81.61,4.6,10.54,,246.0,Poor
Delhi,2016-05-09,77.34,168.66,3.71,48.67,43.92,51.11,1.04,18.97,79.06,3.04,6.31,,225.0,Poor
Delhi,2016-05-10,73.55,174.94,5.87,57.52,54.56,43.66,1.05,22.26,68.57,3.71,14.27,,221.0,Poor
Delhi,2016-05-11,66.49,112.6,6.74,52.3,50.94,53.04,0.98,16.32,61.02,2.99,12.34,,185.0,Moderate
Delhi,2016-05-12,100.09,207.98,14.69,64.25,67.9,66.64,1.34,17.95,76.43,4.2,14.3,,218.0,Poor
Delhi,2016-05-13,99.88,250.51,37.0,60.29,80.62,56.26,1.1,16.54,95.52,5.83,18.17,,310.0,Very Poor
Delhi,2016-05-14,105.51,292.64,46.21,67.71,78.61,52.87,1.44,20.49,86.22,6.12,19.79,,307.0,Very Poor
Delhi,2016-05-15,128.85,379.8,50.68,57.06,64.22,46.77,1.83,18.7,56.63,6.57,17.73,,325.0,Very Poor
Delhi,2016-05-16,94.89,247.95,37.68,58.46,85.72,31.0,1.12,21.19,62.4,4.32,10.12,,316.0,Very Poor
Delhi,2016-05-17,92.95,249.27,32.62,62.4,98.0,29.12,1.19,27.34,89.66,4.72,9.81,,302.0,Very Poor
Delhi,2016-05-18,117.64,266.72,52.8,80.57,118.39,26.39,1.76,31.96,105.42,5.44,13.84,,318.0,Very Poor
Delhi,2016-05-19,94.22,219.01,11.17,67.73,74.26,43.64,1.86,27.98,85.76,3.74,9.37,,300.0,Poor
Delhi,2016-05-20,70.86,186.97,7.21,52.02,55.3,57.83,1.07,12.82,77.8,2.58,8.41,,246.0,Poor
Delhi,2016-05-21,78.02,233.72,4.48,48.23,45.61,55.28,0.96,13.08,107.9,1.88,4.19,,255.0,Poor
Delhi,2016-05-22,66.3,149.31,4.99,53.42,50.1,46.09,0.99,15.3,101.65,1.16,2.82,,218.0,Poor
Delhi,2016-05-23,87.31,163.9,5.25,45.86,47.55,40.22,0.79,16.69,93.48,0.87,2.5,,252.0,Poor
Delhi,2016-05-24,57.35,103.26,12.6,43.57,53.77,36.69,0.89,13.46,75.38,0.99,3.18,,190.0,Moderate
Delhi,2016-05-25,105.02,240.52,14.64,50.77,61.13,48.53,1.48,13.98,126.55,1.86,5.87,,256.0,Poor
Delhi,2016-05-26,111.22,293.73,22.75,48.12,58.91,42.29,1.06,11.79,160.06,1.57,5.7,,311.0,Very Poor
Delhi,2016-05-27,180.71,379.29,25.71,50.38,65.02,43.19,1.29,13.73,169.35,2.65,8.03,,381.0,Very Poor
Delhi,2016-05-28,109.82,314.0,8.63,34.37,35.37,29.71,0.96,15.48,120.76,1.62,8.72,,409.0,Severe
Delhi,2016-05-29,42.67,169.36,3.57,35.71,22.06,30.46,0.87,10.6,101.26,0.66,1.44,,269.0,Poor
Delhi,2016-05-30,56.87,101.24,21.03,50.18,64.65,39.34,1.39,11.3,73.43,2.4,9.91,,187.0,Moderate
Delhi,2016-05-31,101.54,214.14,31.68,49.41,78.79,47.17,1.29,9.15,83.4,4.76,18.77,,225.0,Poor
Delhi,2016-06-01,76.56,251.87,17.71,44.55,57.7,37.91,1.04,13.11,86.34,4.57,10.9,,283.0,Poor
Delhi,2016-06-02,81.4,298.5,26.72,49.88,73.71,37.86,1.3,13.87,94.77,4.72,10.98,,316.0,Very Poor
Delhi,2016-06-03,138.97,296.64,53.59,74.99,108.21,44.94,1.7,21.41,129.18,8.08,24.79,,361.0,Very Poor
Delhi,2016-06-04,137.81,274.63,26.48,75.26,92.33,47.59,1.48,15.4,115.31,5.88,20.24,,330.0,Very Poor
Delhi,2016-06-05,77.72,166.28,4.05,36.69,33.03,51.64,0.99,11.7,78.8,2.31,10.45,,256.0,Poor
Delhi,2016-06-06,84.61,208.17,8.11,45.47,45.71,35.52,1.48,14.68,100.24,2.73,12.57,,237.0,Poor
Delhi,2016-06-07,66.72,152.18,8.77,45.5,52.2,33.33,1.77,15.9,82.33,3.28,16.6,,246.0,Poor
Delhi,2016-06-08,64.08,143.88,7.96,57.31,61.05,32.67,1.45,19.95,79.75,4.35,16.88,,202.0,Poor
Delhi,2016-06-09,64.95,187.69,15.09,49.67,63.99,35.28,1.75,15.09,84.94,4.18,13.88,,209.0,Poor
Delhi,2016-06-10,75.75,239.74,20.49,51.75,71.2,30.18,3.84,18.14,92.8,4.58,15.79,,262.0,Poor
Delhi,2016-06-11,69.25,225.52,15.79,38.84,53.11,37.83,3.61,9.83,68.93,4.66,13.22,,280.0,Poor
Delhi,2016-06-12,70.71,272.34,19.62,40.04,59.25,33.33,2.59,9.78,70.91,3.45,10.63,,279.0,Poor
Delhi,2016-06-13,96.72,332.91,20.53,34.52,56.84,34.24,3.24,10.14,98.09,4.68,8.25,,357.0,Very Poor
Delhi,2016-06-14,59.02,197.51,27.2,38.55,68.18,38.65,3.44,8.29,57.42,6.15,9.97,,266.0,Poor
Delhi,2016-06-15,102.42,330.36,18.12,37.74,55.24,42.47,1.59,11.23,65.24,4.53,17.16,,330.0,Very Poor
Delhi,2016-06-16,62.37,109.42,7.69,30.44,32.88,34.5,2.49,9.89,56.97,2.66,9.95,,248.0,Poor
Delhi,2016-06-17,67.76,120.06,16.21,41.27,52.49,32.53,1.87,10.43,59.25,2.66,10.79,,172.0,Moderate
Delhi,2016-06-18,79.17,142.57,7.3,33.98,35.75,33.32,1.94,8.64,68.32,2.64,9.0,,234.0,Poor
Delhi,2016-06-19,101.31,101.54,7.47,32.55,34.9,34.93,2.64,9.51,56.24,2.99,6.88,,201.0,Poor
Delhi,2016-06-20,83.1,84.18,11.99,40.24,47.72,34.93,2.11,11.24,52.76,3.21,9.95,,206.0,Poor
Delhi,2016-06-21,72.33,54.85,6.49,32.04,32.95,35.69,2.49,10.54,43.4,2.81,6.77,,159.0,Moderate
Delhi,2016-06-22,75.14,99.89,9.12,31.89,37.74,31.53,3.73,7.88,51.74,3.39,9.43,,187.0,Moderate
Delhi,2016-06-23,91.63,98.88,10.88,37.7,44.63,28.31,2.11,8.34,55.92,3.55,10.1,,228.0,Poor
Delhi,2016-06-24,100.02,331.1,15.97,45.29,60.69,33.1,2.02,9.03,101.3,3.84,12.19,,284.0,Poor
Delhi,2016-06-25,67.12,175.26,4.67,50.91,51.52,43.4,1.09,10.87,79.26,2.77,10.31,,310.0,Very Poor
Delhi,2016-06-26,48.0,86.63,4.54,40.57,42.04,39.05,0.85,8.71,58.37,2.99,9.68,,158.0,Moderate
Delhi,2016-06-27,76.76,112.46,5.66,37.28,37.28,39.39,1.71,7.63,51.76,2.29,9.34,,154.0,Moderate
Delhi,2016-06-28,80.89,96.05,12.43,40.07,49.02,35.05,3.0,9.77,55.61,2.91,14.57,,187.0,Moderate
Delhi,2016-06-29,60.67,68.43,7.96,37.01,39.52,33.03,2.08,10.22,44.44,2.51,9.39,,180.0,Moderate
Delhi,2016-06-30,69.65,103.25,9.49,34.17,39.9,31.42,2.39,9.43,51.31,2.96,9.9,,190.0,Moderate
Delhi,2016-07-01,58.21,113.1,12.65,29.28,40.04,42.08,2.23,7.97,37.35,3.0,8.64,,164.0,Moderate
Delhi,2016-07-02,57.24,96.62,15.31,33.9,48.12,36.91,2.93,7.81,40.49,3.18,12.52,,148.0,Moderate
Delhi,2016-07-03,67.6,95.26,10.6,36.79,41.59,35.43,2.78,8.77,48.9,2.96,13.77,,154.0,Moderate
Delhi,2016-07-04,57.1,75.83,14.67,37.93,50.05,35.38,1.72,8.88,52.3,2.79,9.43,,160.0,Moderate
Delhi,2016-07-05,68.71,162.2,21.67,47.24,67.91,42.46,2.22,8.51,55.57,3.29,11.92,,165.0,Moderate
Delhi,2016-07-06,77.71,143.29,11.31,34.78,43.72,52.72,2.64,7.6,57.81,3.05,8.64,,210.0,Poor
Delhi,2016-07-07,54.5,80.82,6.51,27.69,29.77,37.18,2.18,8.73,42.67,2.53,6.88,,158.0,Moderate
Delhi,2016-07-08,54.96,98.86,14.06,42.07,51.85,40.9,1.58,8.38,45.55,3.06,10.18,,172.0,Moderate
Delhi,2016-07-09,52.95,87.81,13.01,30.77,41.97,40.31,1.96,7.73,45.1,2.59,9.41,,151.0,Moderate
Delhi,2016-07-10,59.13,86.18,12.96,35.91,46.19,37.92,1.72,7.94,43.24,2.95,10.42,,143.0,Moderate
Delhi,2016-07-11,60.92,74.51,13.86,33.57,45.91,38.15,1.08,7.74,42.22,3.58,8.87,,156.0,Moderate
Delhi,2016-07-12,39.32,57.16,24.89,32.55,58.24,33.66,2.36,9.06,43.95,3.21,18.14,,108.0,Moderate
Delhi,2016-07-13,71.53,79.1,29.55,31.96,57.77,43.92,1.82,8.23,50.01,3.75,17.84,,163.0,Moderate
Delhi,2016-07-14,73.51,56.29,31.24,29.7,54.28,61.03,5.0,7.39,47.3,3.87,13.39,,247.0,Poor
Delhi,2016-07-15,52.88,88.23,24.44,29.17,46.93,38.79,4.65,6.58,36.35,2.84,8.34,,123.0,Moderate
Delhi,2016-07-16,50.99,44.48,14.85,22.38,37.7,40.89,1.21,7.18,33.31,3.47,5.86,,106.0,Moderate
Delhi,2016-07-17,75.93,38.59,14.17,15.75,29.63,33.83,2.48,7.0,28.11,3.43,5.89,,202.0,Poor
Delhi,2016-07-18,44.08,77.07,24.72,32.85,54.62,51.53,1.47,7.31,36.73,4.26,10.89,,120.0,Moderate
Delhi,2016-07-19,42.14,166.27,20.73,31.4,48.11,55.76,1.31,6.78,44.7,4.26,9.89,,135.0,Moderate
Delhi,2016-07-20,56.86,203.09,24.36,34.96,60.14,31.06,1.16,9.36,61.07,2.37,7.57,,245.0,Poor
Delhi,2016-07-21,45.64,240.86,32.54,37.8,79.06,32.92,0.87,7.27,56.3,2.34,6.11,,280.0,Poor
Delhi,2016-07-22,48.36,157.41,20.2,37.42,58.72,37.84,1.14,8.63,64.4,1.91,11.74,,269.0,Poor
Delhi,2016-07-23,42.09,80.14,8.85,23.88,28.63,35.77,0.84,7.23,51.32,1.96,5.07,,163.0,Moderate
Delhi,2016-07-24,59.4,124.47,15.95,56.56,69.2,38.44,1.45,8.91,65.42,2.97,9.41,,,
Delhi,2016-07-25,76.29,163.57,19.52,58.4,73.04,45.77,1.32,7.93,62.62,3.39,12.4,,195.0,Moderate
Delhi,2016-07-26,54.5,95.08,11.64,40.48,50.72,48.6,1.08,8.2,52.3,2.91,10.16,,163.0,Moderate
Delhi,2016-07-27,40.55,58.09,25.41,40.86,65.28,42.48,1.36,10.82,56.73,4.88,14.13,,108.0,Moderate
Delhi,2016-07-28,46.44,68.69,27.67,42.81,68.89,40.28,1.34,9.95,72.25,4.81,18.68,,134.0,Moderate
Delhi,2016-07-29,56.16,76.89,38.7,44.18,82.68,41.18,1.76,9.87,70.34,5.25,20.12,,155.0,Moderate
Delhi,2016-07-30,42.7,50.0,29.68,36.78,68.62,36.4,1.55,8.69,49.28,4.77,16.89,,116.0,Moderate
Delhi,2016-07-31,48.03,70.62,23.7,32.5,54.99,37.62,1.29,8.01,85.11,4.25,15.17,,136.0,Moderate
Delhi,2016-08-01,43.47,53.42,17.15,29.86,48.93,35.28,1.29,10.33,68.03,3.55,14.22,,150.0,Moderate
Delhi,2016-08-02,43.55,55.33,24.58,34.87,56.3,34.99,2.69,8.23,91.54,2.99,19.32,,121.0,Moderate
Delhi,2016-08-03,50.86,67.92,23.29,36.14,56.77,32.14,1.35,6.96,92.81,2.01,28.25,,149.0,Moderate
Delhi,2016-08-04,49.04,87.48,17.77,35.93,53.75,32.45,0.92,9.03,86.42,2.26,20.91,,178.0,Moderate
Delhi,2016-08-05,39.3,78.77,11.79,33.68,42.56,32.81,1.2,9.36,63.17,2.26,12.08,,120.0,Moderate
Delhi,2016-08-06,43.86,76.69,23.12,38.29,60.55,32.22,2.13,9.81,68.19,2.28,19.87,,140.0,Moderate
Delhi,2016-08-07,42.84,75.19,15.7,31.42,42.34,28.89,2.48,10.02,67.17,2.02,14.34,,142.0,Moderate
Delhi,2016-08-08,44.04,82.26,16.52,34.27,48.51,29.3,1.37,8.48,73.28,1.93,11.98,,141.0,Moderate
Delhi,2016-08-09,41.29,64.76,16.97,29.05,43.48,27.23,2.93,8.02,59.76,1.78,10.33,,125.0,Moderate
Delhi,2016-08-10,39.28,54.92,15.91,30.76,43.16,29.55,1.6,9.75,53.53,1.92,11.58,,127.0,Moderate
Delhi,2016-08-11,30.66,32.79,18.9,29.78,46.0,24.79,2.22,8.37,54.64,1.55,8.33,,119.0,Moderate
Delhi,2016-08-12,42.15,84.46,31.69,34.9,66.83,23.83,1.39,8.73,70.12,2.22,11.94,,111.0,Moderate
Delhi,2016-08-13,56.45,92.71,30.9,43.49,73.1,31.35,1.53,7.77,68.22,2.92,11.82,,132.0,Moderate
Delhi,2016-08-14,40.81,80.14,38.03,42.53,81.71,32.09,1.28,12.53,81.39,2.39,12.1,,149.0,Moderate
Delhi,2016-08-15,39.51,185.99,30.79,32.96,65.3,27.89,2.15,8.87,91.79,1.43,4.52,,166.0,Moderate
Delhi,2016-08-16,49.04,245.72,25.06,28.74,53.79,26.6,3.78,7.97,83.64,0.9,3.17,,274.0,Poor
Delhi,2016-08-17,62.19,247.59,24.1,36.46,58.74,25.64,0.95,11.16,85.32,2.15,8.31,,295.0,Poor
Delhi,2016-08-18,55.55,132.65,22.7,51.48,65.74,30.91,1.23,9.22,72.82,2.48,11.8,,219.0,Poor
Delhi,2016-08-19,59.03,153.16,22.45,43.97,62.04,28.14,1.15,8.84,69.54,2.83,15.47,,169.0,Moderate
Delhi,2016-08-20,48.57,90.68,10.1,35.84,41.77,26.51,1.59,8.56,59.67,1.48,12.22,,174.0,Moderate
Delhi,2016-08-21,28.01,65.58,5.42,27.58,29.64,23.44,3.11,9.02,42.88,1.1,4.52,,111.0,Moderate
Delhi,2016-08-22,28.6,78.83,8.46,31.31,33.5,23.44,2.59,7.97,43.07,1.45,6.72,,93.0,Satisfactory
Delhi,2016-08-23,38.99,85.48,7.8,39.47,40.84,26.3,1.25,8.06,50.23,3.22,11.41,,107.0,Moderate
Delhi,2016-08-24,43.35,73.22,11.04,32.04,37.18,22.95,1.17,10.86,48.2,3.11,12.66,,127.0,Moderate
Delhi,2016-08-25,45.88,118.92,28.83,35.41,56.77,30.36,0.99,8.23,32.24,8.35,14.36,,93.0,Satisfactory
Delhi,2016-08-26,54.13,125.44,44.27,35.61,79.24,39.87,1.0,9.57,41.9,7.06,23.65,,142.0,Moderate
Delhi,2016-08-27,56.56,,7.36,20.84,20.11,,0.36,7.91,26.55,7.29,16.03,,93.0,Satisfactory
Delhi,2016-08-28,57.09,170.2,12.69,28.7,38.71,31.55,1.67,7.04,27.7,4.97,13.2,,224.0,Poor
Delhi,2016-08-29,54.73,189.12,19.0,37.48,52.4,29.89,1.1,8.92,40.47,5.01,17.09,,169.0,Moderate
Delhi,2016-08-30,48.93,89.57,17.92,42.73,53.37,29.36,1.12,9.22,41.9,4.12,18.54,,110.0,Moderate
Delhi,2016-08-31,37.1,60.16,21.97,41.82,59.5,28.42,2.07,8.72,41.57,2.64,16.6,,100.0,Satisfactory
Delhi,2016-09-01,28.06,47.47,32.06,51.78,87.95,23.08,1.22,9.47,54.7,2.55,13.23,,109.0,Moderate
Delhi,2016-09-02,44.31,111.18,35.83,41.71,84.99,26.32,0.98,9.37,64.8,2.63,10.27,,154.0,Moderate
Delhi,2016-09-03,46.77,208.01,30.88,40.85,76.16,23.2,0.91,10.09,68.7,2.73,10.03,,216.0,Poor
Delhi,2016-09-04,57.64,269.42,32.6,31.96,68.02,22.02,0.91,9.05,56.8,2.03,6.07,,262.0,Poor
Delhi,2016-09-05,45.37,246.81,35.47,33.42,72.7,19.68,1.17,9.87,57.01,1.42,4.49,,260.0,Poor
Delhi,2016-09-06,50.42,282.23,31.2,34.74,69.03,19.05,2.99,10.61,61.24,1.91,5.54,,329.0,Very Poor
Delhi,2016-09-07,50.73,233.83,30.1,39.21,70.35,18.99,2.16,14.63,75.45,2.19,7.1,,291.0,Poor
Delhi,2016-09-08,71.72,260.6,31.37,39.69,70.75,20.58,1.41,12.02,63.76,2.31,8.63,,300.0,Poor
Delhi,2016-09-09,87.99,277.61,34.45,43.67,76.55,21.51,2.39,10.34,49.75,2.63,9.22,,335.0,Very Poor
Delhi,2016-09-10,45.7,190.45,29.83,38.14,63.72,21.07,0.75,10.81,55.82,2.4,9.22,,240.0,Poor
Delhi,2016-09-11,45.89,164.1,32.14,40.58,67.7,20.4,2.36,10.92,52.36,2.08,6.37,,177.0,Moderate
Delhi,2016-09-12,49.7,178.47,32.77,39.41,68.85,21.52,2.12,9.59,54.62,1.92,7.5,,178.0,Moderate
Delhi,2016-09-13,57.08,184.5,31.66,43.84,75.96,25.79,1.62,10.93,63.46,2.47,13.54,,193.0,Moderate
Delhi,2016-09-14,47.36,109.64,20.69,45.6,62.62,23.03,1.25,11.21,64.32,2.19,9.77,,150.0,Moderate
Delhi,2016-09-15,79.99,198.81,21.15,54.73,69.82,28.2,1.26,11.6,77.97,3.1,10.98,,215.0,Poor
Delhi,2016-09-16,67.11,185.86,17.87,57.22,67.78,27.03,0.95,12.39,70.09,2.71,8.79,,233.0,Poor
Delhi,2016-09-17,81.9,207.91,28.14,56.8,83.1,29.48,0.99,12.78,75.84,2.55,8.73,,220.0,Poor
Delhi,2016-09-18,86.16,185.57,17.63,56.82,67.1,29.26,1.28,10.89,74.51,2.35,8.81,,266.0,Poor
Delhi,2016-09-19,75.02,143.48,24.51,67.37,74.28,34.17,1.08,14.63,88.62,1.9,5.99,,192.0,Moderate
Delhi,2016-09-20,94.23,141.3,38.6,86.2,94.51,28.66,1.3,16.12,134.72,1.26,5.13,,264.0,Poor
Delhi,2016-09-21,89.62,131.06,30.07,70.0,59.15,29.75,0.89,17.12,144.45,0.78,4.81,,284.0,Poor
Delhi,2016-09-22,32.73,67.29,10.98,44.35,46.71,27.78,0.8,13.44,72.31,0.78,8.97,,150.0,Moderate
Delhi,2016-09-23,55.64,125.31,13.63,57.24,64.51,29.48,1.18,13.77,78.31,1.21,8.94,,134.0,Moderate
Delhi,2016-09-24,56.46,112.36,19.78,53.66,65.52,30.1,1.03,14.63,67.97,1.34,8.78,,197.0,Moderate
Delhi,2016-09-25,56.64,137.48,29.6,55.69,81.12,27.69,1.24,15.5,73.87,1.23,7.19,,175.0,Moderate
Delhi,2016-09-26,89.09,194.71,44.43,68.3,105.76,32.26,1.35,15.11,89.95,1.8,11.46,,236.0,Poor
Delhi,2016-09-27,52.49,109.5,10.51,41.03,46.9,29.98,0.71,13.68,62.19,0.88,5.71,,185.0,Moderate
Delhi,2016-09-28,105.43,260.01,17.52,100.66,58.72,40.17,0.49,11.94,113.81,0.81,6.44,,103.0,Moderate
Delhi,2016-09-29,101.84,189.62,11.5,63.0,51.96,37.22,0.97,15.28,96.64,1.15,5.75,,289.0,Poor
Delhi,2016-09-30,84.33,179.81,20.59,65.05,61.77,32.18,1.01,15.0,87.95,1.03,5.39,,224.0,Poor
Delhi,2016-10-01,117.28,232.03,40.76,73.71,90.15,40.08,1.4,24.55,109.06,1.82,11.99,,312.0,Very Poor
Delhi,2016-10-02,81.87,199.61,30.59,59.82,70.18,35.58,1.13,16.28,75.58,1.46,7.63,,234.0,Poor
Delhi,2016-10-03,103.12,210.04,26.23,66.31,68.95,43.92,1.09,12.96,97.36,1.34,6.11,,282.0,Poor
Delhi,2016-10-04,159.8,272.34,33.0,78.18,84.42,50.14,1.3,13.68,123.99,2.18,8.16,,351.0,Very Poor
Delhi,2016-10-05,81.71,150.37,57.77,77.96,108.73,46.47,1.26,14.4,85.94,3.03,12.57,,232.0,Poor
Delhi,2016-10-06,117.86,229.25,42.23,87.85,98.02,54.59,1.3,15.09,109.08,2.95,10.35,,280.0,Poor
Delhi,2016-10-07,114.06,274.97,61.5,74.99,105.6,47.26,1.28,14.63,97.13,1.9,6.14,,311.0,Very Poor
Delhi,2016-10-08,132.11,317.62,81.06,76.99,126.03,42.99,1.54,14.9,98.7,2.16,6.68,,408.0,Severe
Delhi,2016-10-09,144.47,317.13,85.77,92.64,134.38,43.55,1.42,17.2,128.17,2.35,12.39,,416.0,Severe
Delhi,2016-10-10,125.8,290.85,79.04,88.86,126.5,39.72,1.24,17.3,112.52,2.65,11.52,,387.0,Very Poor
Delhi,2016-10-11,134.84,327.75,62.55,83.87,120.1,36.52,1.6,16.52,104.67,2.09,5.34,,408.0,Severe
Delhi,2016-10-12,114.3,309.88,70.71,83.3,123.85,31.55,1.05,20.1,93.47,2.28,5.67,,405.0,Severe
Delhi,2016-10-13,86.93,295.1,102.46,81.11,113.0,27.85,0.84,19.17,78.81,2.26,7.16,,371.0,Very Poor
Delhi,2016-10-14,94.83,303.27,90.53,87.15,111.96,29.54,1.31,20.72,87.84,1.9,7.31,,375.0,Very Poor
Delhi,2016-10-15,144.98,368.81,80.18,108.83,104.39,34.74,1.26,22.1,120.33,2.27,8.31,,400.0,Very Poor
Delhi,2016-10-16,132.01,316.53,79.81,89.01,109.33,34.88,1.32,24.72,99.74,1.64,7.21,,430.0,Severe
Delhi,2016-10-17,149.35,346.31,105.43,94.29,129.43,37.11,2.19,27.27,112.83,2.22,11.14,,425.0,Severe
Delhi,2016-10-18,161.49,352.64,80.88,95.27,118.3,39.9,1.6,22.25,101.0,2.12,9.35,,438.0,Severe
Delhi,2016-10-19,140.57,339.79,105.08,91.52,85.54,39.26,1.48,24.66,73.0,1.63,6.63,,428.0,Severe
Delhi,2016-10-20,135.9,361.08,169.53,90.28,98.14,44.98,1.83,24.72,107.03,2.09,7.52,,425.0,Severe
Delhi,2016-10-21,161.11,477.65,166.64,88.27,107.99,46.41,2.14,26.66,32.06,4.5,10.99,,496.0,Severe
Delhi,2016-10-22,140.92,442.68,140.89,84.96,115.83,47.03,1.44,20.7,53.5,3.61,9.22,,472.0,Severe
Delhi,2016-10-23,182.14,372.09,54.87,90.22,85.75,44.08,1.11,19.38,122.74,1.79,5.2,,470.0,Severe
Delhi,2016-10-24,164.51,367.17,68.9,88.17,99.44,37.79,1.42,21.68,109.22,1.62,5.17,,454.0,Severe
Delhi,2016-10-25,115.76,290.42,125.4,82.7,107.03,38.89,1.63,23.46,83.78,2.72,10.24,,396.0,Very Poor
Delhi,2016-10-26,209.27,413.49,144.66,111.23,121.37,48.82,1.88,25.0,85.57,4.98,14.6,,413.0,Severe
Delhi,2016-10-27,296.27,535.53,127.68,120.07,126.63,58.75,1.94,23.95,82.06,8.97,24.05,,558.0,Severe
Delhi,2016-10-28,318.57,503.0,137.36,119.42,134.89,64.34,1.91,27.89,107.12,10.61,27.31,,570.0,Severe
Delhi,2016-10-29,350.39,516.59,208.23,162.5,167.24,79.24,2.65,54.38,139.22,13.02,60.08,,554.0,Severe
Delhi,2016-10-30,355.77,528.41,162.93,112.59,142.64,89.56,2.28,40.23,257.73,10.29,35.64,,522.0,Severe
Delhi,2016-10-31,434.92,521.21,181.22,113.21,174.25,95.27,2.36,71.56,153.52,9.61,21.68,,520.0,Severe
Delhi,2016-11-01,394.59,537.51,144.25,120.66,159.5,91.77,2.09,33.34,193.31,9.95,24.21,,550.0,Severe
Delhi,2016-11-02,537.96,693.21,121.1,149.12,157.33,111.69,2.8,26.66,160.01,11.45,30.13,,593.0,Severe
Delhi,2016-11-03,482.4,483.99,127.32,148.92,116.45,104.84,2.78,29.4,108.33,11.64,34.69,,625.0,Severe
Delhi,2016-11-04,342.45,475.1,158.66,131.92,69.68,88.02,2.23,25.93,177.07,9.52,33.1,,480.0,Severe
Delhi,2016-11-05,588.39,763.58,135.71,113.31,90.09,89.1,2.2,22.21,39.05,7.31,16.61,,603.0,Severe
Delhi,2016-11-06,685.36,708.8,155.53,128.15,97.62,96.22,3.23,22.61,39.21,9.98,27.66,,676.0,Severe
Delhi,2016-11-07,488.57,527.64,159.5,123.36,94.03,72.81,2.21,23.88,33.33,8.95,23.12,,716.0,Severe
Delhi,2016-11-08,338.38,471.47,75.56,92.18,54.81,55.65,1.32,21.36,35.0,6.2,11.18,,542.0,Severe
Delhi,2016-11-09,307.08,415.79,111.51,103.26,67.31,58.89,1.38,21.52,33.89,6.99,13.52,,455.0,Severe
Delhi,2016-11-10,291.71,464.27,124.82,133.98,63.54,73.93,1.61,29.45,42.27,5.66,16.26,,471.0,Severe
